,keywords
tt0098844,"shared-universe,profanity,ampersand-in-title,punctuation-in-title,female-police-officer,police-procedural-crime,cop-drama,legal-drama,male-police-officer,police-officer,whodunnit-mystery,police,evidence,court,investigation,district-attorney,attorney,detective,new-york-city,trial,police-investigation,arrest,female-judge,female-lawyer,punctuation-in-series-title,scene-of-the-crime,judicial-system,ampersand-in-series-title,manhattan-new-york-city,chrysler-building-manhattan-new-york-city,docket-number,jewish-cop,italian-american-cop,irish-american-cop,black-cop,death-of-cast-member,sergeant,famous-opening-theme,female-district-attorney,female-boss,law-and-order,witness,police-station,police-procedure,police-lineup,police-detective,police-detective-hero,murder,murder-suspect,murder-investigation,law,lawyer-hero,law-enforcement,jury,interrogation,ensemble-cast,criminal-attorney,solving-crime,courtroom,corpse,coroner,body,big-city,autopsy,assistant-district-attorney,social-commentary,criminal-investigation,ethics,lawyer,miranda-warning,surprise-ending"
tt13833978,"based-on-novel,psychological,car,town,lawyer,stripper,security,criminal,based-on-film,legal,drug,friend,courtroom,victim,murder,work,city,legal-drama,drive,office,police,justice,deception,pistol,judge,lincoln-the-car,lincoln-town-car,handgun,plot-twist"
tt4998212,"colorado,female-bartender,rural-setting,bar,mother-son-relationship,husband-wife-relationship,brother-brother-relationship,father-son-relationship,male-protagonist,drinking-and-driving,chewing-tobacco,ranch-hand,dog,blonde,handsome-man,ex-football-player,day-drinking,drinking,laugh-track,contemporary-western,domestic-drama,2010s,2020s,21st-century,neo-western,west,sitcom-comedy,rancher,sitcom"
tt2452242,"unicorn,imaginary-friend,based-on-comic,dark-comedy,supernatural-fantasy,timeframe-2010s,timeframe-21st-century,crude-humor-comedy,surreal-comedy,hitman,image-comics,based-on-comic-book"
tt5574490,"gay-brother,homoeroticism,dysfunctional-family,crime-family,matriarch,brother-brother-relationship,remake,antisocial-personality-disorder,male-in-a-shower,boyfriend-girlfriend-relationship,criminal,borderline-personality-disorder,narcissistic-personality-disorder,ex-convict,family-conflict,mother-son-relationship,domestic-drama,2010s,2020s,21st-century,organized-crime,gay-kiss,male-with-tattoo,male-underwear,sex-scene,woman-wakes-up-naked,gay,sibling-rivalry,oceanside-california,uncle-nephew-relationship,grandmother-grandson-relationship,female-rear-nudity,female-nudity"
tt0115341,"witch,female-protagonist,magic,supernatural-power,talking-cat,1990s,2000s,witch-family,hereditary-gift-of-witchcraft,teenage-witch,aunt-niece-relationship,black-cat,sabrina-the-teenage-witch,archie-comics,character-name-as-series-title,four-word-series-title,flying-broomstick,canned-laughter,superhero,laugh-track,teen-fantasy,supernatural-fantasy,teen-comedy,timeframe-1990s,timeframe-2000s,timeframe-21st-century,timeframe-20th-century,closet,high-concept-comedy,sword-and-sorcery-fantasy,based-on-comic,coming-of-age,teenager,boyfriend-girlfriend-relationship,high-school,high-school-student,high-school-principal,surrealism,cult-tv,psychotronic-series,superhero-fantasy,sitcom-comedy,massachusetts,cheerleader,talking-animal,magical-power,friendship,teenage-girl,teenage-boy,based-on-comic-book,transformation,shrinking,miniaturization,cat,witchcraft,sitcom,cat-actor,college,comma-in-title"
tt2805096,"police,chicago-illinois,shared-universe,2010s,chicago-police,illinois,police-department,plainclothes-police-officer,united-states-of-america,female-police-officer,female-detective,police-detective,police-officer,african-american-police-officer,police-procedural-crime,cop-drama,team,teamwork,male-police-officer,partial-rear-female-nudity,place-name-in-title,acronym-in-title,militarized-police,detective,detective-sergeant,city-name-in-series-title,place-in-series-title,acronym-in-series-title"
tt0088559,"secret-agent,science,problem-solving,crime-fighter,one-man-army,hero,improvisation,character-name-as-series-title,1990s,improvised-weapon,good-versus-evil,mission,heroism,bravery,courage,male-protagonist,20th-century,superhero,superhero-action,cult-tv,electronic-music-score,psychotronic-series,spy-hero,spy-mission,fictional-spy-agency,warrior,explosion,archenemy,criminal-mastermind,justice,escape,gadget,1980s,one-word-title,surname-as-series-title,penknife,scottish-american,knocked-unconscious,friendship,ingenuity,intelligence,one-word-series-title,knife,anti-violence,vigilante,vigilantism,vigilante-justice,poetic-justice,gangster,organized-crime,murder,disarming-someone,fight,terrorism,terrorist-plot,violence,tough-guy,one-against-many,action-hero,hero-for-hire,morale,cliche,teetotaler,villain,terrorist,serial-killer,returning-character-killed-off,military,battle-of-wits,assassin,anti-weapon,brains-over-brawn,espionage,spy,title-spoken-by-character"
tt6932244,"assassin,female-assassin,half-orphan,one-word-series-title,violence,friendship,hand-to-hand-combat,heightened-senses,on-the-run,revenge,soldier,f-rated,female-cia-agent,rogue-agent,teenage-girl,multilingual,orphaned-girl,villainess,character-name-as-series-title,female-protagonist,one-person-army-action,epic-drama,subtitled-scene,coming-of-age-drama,teenage-girl-as-protagonist,scene-before-opening-title,genetic-enhancement,lesbian-character,female-super-soldier,female-warrior,government-agent-training,training-center,brainwashing,program-director,indoctrination,code-names,evil-secret-agency,kill-list,father-daughter-relationship,europe,evil-leader,england,misanthrope,sociopath,misogynist,female-black-ops,military-action,assassination-plot,political-drama,romantic-drama,teen-drama,survival-drama,crime-drama,teanage-female-serial-killer,multiple-assassinations,preemptive-strike,preventative-measure"
tt3228904,"record-label,music-business,new-york-city,rapper,african-american-family,record-executive,singer,gay-son,hip-hop-music,ceo,female-protagonist,timeframe-2010s,timeframe-21st-century,showbiz-drama,antihero,personal-assistant,interracial-relationship,mother-son-relationship,ex-husband-ex-wife-relationship,father-son-relationship,brother-brother-relationship,one-word-title,rivalry,power-struggle,gay-character"
tt1728102,"time-travel,san-francisco-california,time-traveler,male-time-traveler,female-time-traveler,forward-time-travel,timeframe-1960s,alcatraz,prison,latex-gloves,prison-island,supernatural-power,one-word-title,flashback"
tt9251798,"norse-mythology,ragnarok,good-versus-evil,norway,scandinavia,supernatural-fantasy,timeframe-2020s,timeframe-21st-century,mythic-fantasy,small-town,rural-setting,one-word-series-title,nordic,teen-fantasy"
tt0084967,"gmc-vandura,cult-tv,1980s,good-versus-evil,mercenary,hero-for-hire,famous-opening-theme,improvised-weapon,van,fugitive,commando,gmc,vietnam-war,eccentricity,punctuation-in-title,cult-favorite,veteran,gunfight,shootout,battle,pilot,captain,colonel,psychotronic-series,catch-phrase,male-camaraderie,teamwork,disguise,camp,cult-classic,male-protagonist,hyphen-in-title,team-action,timeframe-1980s,timeframe-20th-century,combat,battlefield,explosion,master-of-disguise,fear-of-flying,reference-to-mike-post,vietnam,soldier,on-the-run,special-forces,vietnam-war-veteran,disturbed-war-veteran,machismo,cigar-smoking,helicopter-pilot,machine-gun,pistol,villain,mixed-martial-arts,martial-arts,violence,commando-mission,commando-unit,action-hero,hero,tough-guy,green-beret,veterans-hospital,sergeant,satire,mohawk-haircut,veterans-administration,firepower,army"
tt5774002,"superhero-action,based-on-comic,image-comics,superhero,super,hero,power,epic,jail,punch,fight,legacy,children,loyalty,dynamic,generation,flying,family-relationships,group,energy,superheroine,super-villain,villain,heroine,superhero-fantasy,superhero-sci-fi,timeframe-2020s,timeframe-21st-century,1930s,year-1929,the-great-depression,modern-day,brother-brother-relationship,father-son-relationship,father-daughter-relationship,old-man,old-woman,origin-story,friendship,island,talking-to-oneself,morality,superhero-team,great-depression,african-american,wheelchair,kansas,new-york-city,expedition,argument,vision,mental-health,psychological,upper-class,supernatural-power,blood,gore,death,based-on-comic-book"
tt5875444,"team,police-procedural-crime,whodunnit-mystery,mi5,espionage,2020s"
tt0084988,"english-culture,middle-ages,civil-war,prince,house-of-york,kingdom-of-england,early-modern-period,black-adder-character,famous-opening-theme,sex-scene,king,cult-favorite,medieval-times,british-historical-setting,cult-tv,british-humor,british,sitcom-comedy,satire-comedy,battle,england,war-of-the-roses,dark-ages,cunning-plan,alternate-history,year-1498,year-1485,sitcom,alternative-comedy,controversy,reference-to-william-shakespeare,royalty,first-of-series,satire,sarcasm,crusader,vision,duel,witch,marriage,decapitation,flying-head,black-death,witch-hunter,heir,bishop,history-error-corrected-for-comic-effect,ghost,priest,black-comedy,knight,castle,monastery,nun,princess,fire,church,assassin,queen,character-name-in-title,psychotronic-series"
tt0460637,"character-name-in-series-title,forename-in-series-title,three-word-series-title,male-protagonist,paramount,the-cw,timeframe-1980s,coming-of-age-drama,timeframe-20th-century,sitcom-comedy,home,friend,bus,bully,stand-up-comedian,watching-tv,racial-stereotype,race-relations,singing,little-boy,little-girl,new-york-city,brooklyn-new-york-city,voice-over-narration,irreverence,family-relationships,baldness,schoolteacher,neighbor-neighbor-relationship,memory,complaint,teacher-student-relationship,racist,racial-prejudice,racial-discrimination,fantasy-sequence,room,girl,wrath,television,telephone,telephone-call,student,street,store,stairs,sofa,sitcom,sibling-rivalry,shyness,semi-autobiographical,sarcasm,rage,racism,quarrel,practical-joke,nagging,mother-son-relationship,mother-daughter-relationship,money-problems,misunderstanding,married-couple,marriage,locker,living-room,kitchen,joy,joke,irony,interracial-friendship,insecurity,immaturity,house,high-school,hallway,food,father-son-relationship,father-daughter-relationship,embarrassment,dysfunctional-marriage,drinking,domineering-mother,dispute,discussion,disappointment,cruel-joke,couch,cooking,confusion,clumsiness,classroom,classmate,childhood-memory,brother-sister-relationship,brother-brother-relationship,black-family,black-american,best-friend,bed,bedroom,bathroom,apartment,apartment-building,anger,boy,working-class,dysfunctional-family,affection,husband-wife-relationship,frustration,african-american"
tt1519931,"paranormal-phenomenon,psychotronic-series,fbi-federal-bureau-of-investigation,supernatural-drama,timeframe-2010s,timeframe-21st-century,detective,detective-series,rural-drama,maine,fbi-agent,small-town,police-officer,time-travel,murder,female-protagonist,love-triangle,investigation,alternate-reality,reincarnation,trauma-trigger,curse,jack-of-all-trades,idiopathic-neuropathy,dormant-ability,townspeople,coastal-town,fishing-town,new-england,supernatural-power,based-on-the-works-of-stephen-king,mysterious-past,smuggler,free-agent,female-fbi-agent,orphan,one-word-series-title,based-on-novella"
tt1587678,"vpl,sports-bar,cleavage,workout,feel-good-romance,timeframe-2010s,timeframe-21st-century,sexual-innuendo-in-title,sitcom-comedy,sitcom,scolding,rascal,upright-citizens-brigade,kiss,sister-sister-relationship,jewish,husband-wife-relationship,marriage,interracial-marriage,best-friend,friend,gay,illinois,fiance-fiancee-relationship,interracial-romance,interracial-relationship,group-of-friends,breakup,roller-skates,jilted-at-the-altar,jilted,jilted-groom,wedding,friendship,chicago-illinois"
tt0458254,"guest,parody,interview,social-commentary,celebrity-guest,late-night,current-affairs,topical-humor,spoof,social-satire,recurring-character,running-gag,pop-culture,politics,monologue,live-audience,joke,irreverence,comedian,actor-playing-himself,political-satire,news-satire,satire,absurd-comedy,politics-talk-show,satire-comedy,parody-comedy,actor-name-in-title,surname-in-title,president-of-the-united-states,journalist,journalism,one-liner,surrealism,tv-news,live-performance,celebrity,actor-playing-multiple-roles,absurdism,fake-news-report,non-fiction,title-spoken-by-character,2000s,2010s,three-word-title,broadcasting"
tt5164196,"police,police-officer,police-partner,los-angeles-california,murder,buddy-cop,white-man-black-man-police-partners,interracial-friendship,black-police-officer,african-american-cop,african-american-policeman,african-american-police-officer,police-detective,lapd,male-police-officer,buddy-cop-crime,timeframe-2010s,timeframe-21st-century,police-work"
tt4326894,"1970s,middle-class,gross-out-comedy,drowning,political-satire,betrayal,arrogance,emotional-abuse,television,sardonic,suburb,injury,sexual-humor,treating-someone,drug-use,united-states-of-america,incompetence,depression,corruption,child,adult-animation,adult-humor,black-comedy,african-american,parent-child-relationship,man-wears-eyeglasses,blonde-woman,businessmen,brown-haired-man,old-man,inspired-by-a-true-story,20th-century,profanity,perversion,grey-haired-man,elementary-school,red-haired-boy,blonde-haired-man,smoking,reference-to-vietnam-war,reference-to-bill-burr,actor-voicing-multiple-characters,actress-voicing-multiple-characters,timeframe-1970s,timeframe-20th-century,2d-animation,dark-comedy,satire-comedy,mature-animation,husband-wife-relationship,family-relationships,crooked-businessman,redhead,for-grown-ups-animation,airport,teenager,baggage-handler,family-man,satire,korean-war"
tt1615919,"character-name-in-title,one-night-stand,death-row,supermarket,baby-girl,dysfunctional,timeframe-2010s,timeframe-21st-century,parenthood,fatherhood,dysfunctional-family,sitcom,single-father,single-parent,sitcom-comedy"
tt4181172,"wanted-man,veteran,afghanistan,being-framed,assassination,fbi-agent,sniper,soldier,army-sergeant,political-drama,timeframe-2010s,timeframe-21st-century,conspiracy-thriller,shoot-em-up,conspiracy,based-on-novel"
tt0184111,"1990s,2000s,20th-century,21st-century,cartoon-network,jawbreaker,male-protagonist,minimal-cast,male-trio,female-trio,absurd-comedy,peril,actress-voicing-multiple-characters,obnoxious,wanting-to-make-friends,male-voiced-by-female,pompousness,escape,actor-voicing-multiple-characters,cul-de-sac,friend,trio,scam,child,squiggle-vision,repetition-in-title,screw-up,insanity,brat,children,prank,house,slapstick-comedy,imagination,surrealism,brother-sister-relationship,trailer-park,stupidity,intelligence,greed,people-with-same-name,piece-of-wood,neighborhood,foreign-exchange-student,character-name-in-title"
